Ceremony Year	Film	Award	Director	Director Birth Year
1939	You Can't Take It With You	Academy Award for Best Picture	Frank Capra	1897
1940	Alan Cook	Academy Scientific and Technical Award		
1940	Bernard B. Brown	Academy Award for Best Sound		
1940	Busy Little Bears	Academy Award for Best Live Action Short Film, One-Reel		
1940	Charles Handley	Academy Scientific and Technical Award		
1940	David Joy	Academy Scientific and Technical Award		
1940	Edmund H. Hansen	Academy Award for Best Special Effects		
1940	Ernest Haller	Academy Award for Best Cinematography, Color		
1940	F. R. Abbott	Academy Scientific and Technical Award		
1940	Farciot Edouart	Academy Award for Technical Achievement		
1940	Fred Sersen	Academy Award for Best Special Effects		
1940	Gone with the Wind	Academy Award for Best Actress	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Actress	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Actress	Victor Fleming	1889
1940	Gone with the Wind	Academy Award for Best Cinematography, Color	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Cinematography, Color	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Cinematography, Color	Victor Fleming	1889
1940	Gone with the Wind	Academy Award for Best Director	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Director	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Director	Victor Fleming	1889
1940	Gone with the Wind	Academy Award for Best Film Editing	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Film Editing	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Film Editing	Victor Fleming	1889
1940	Gone with the Wind	Academy Award for Best Picture	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Picture	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Picture	Victor Fleming	1889
1940	Gone with the Wind	Academy Award for Best Production Design	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Production Design	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Production Design	Victor Fleming	1889
1940	Gone with the Wind	Academy Award for Best Supporting Actress	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Supporting Actress	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Supporting Actress	Victor Fleming	1889
1940	Gone with the Wind	Academy Award for Best Writing, Adapted Screenplay	Sam Wood	1883
1940	Gone with the Wind	Academy Award for Best Writing, Adapted Screenplay	George Cukor	1899
1940	Gone with the Wind	Academy Award for Best Writing, Adapted Screenplay	Victor Fleming	1889
1940	Gone with the Wind	Academy Scientific and Technical Award	Sam Wood	1883
1940	Gone with the Wind	Academy Scientific and Technical Award	George Cukor	1899
1940	Gone with the Wind	Academy Scientific and Technical Award	Victor Fleming	1889
1940	Goodbye, Mr. Chips	Academy Award for Best Actor	Sam Wood	1883
1940	Gregg Toland	Academy Award for Best Cinematography, Black-and-White		
1940	Hal C. Kern	Academy Award for Best Film Editing		
1940	Haller Belt	Academy Scientific and Technical Award		
1940	Harold Arlen	Academy Award for Best Original Song		
1940	Hattie McDaniel	Academy Award for Best Supporting Actress		
1940	Herbert Stothart	Academy Award for Best Original Score		
1940	James E. Newcom	Academy Award for Best Film Editing		
1940	John Leipold	Academy Award for Best Score, Adaptation or Treatment		
1940	Judy Garland	Academy Juvenile Award		
1940	Leigh Harline and Ned Washington	Academy Award for Best Original Song		
1940	Leo Shuken	Academy Award for Best Score, Adaptation or Treatment		
1940	Lewis R. Foster	Academy Award for Best Story		
1940	Lyle R. Wheeler	Academy Award for Best Production Design		
1940	Mr. Smith Goes to Washington	Academy Award for Best Story	Frank Capra	1897
1940	Over the Rainbow	Academy Award for Best Original Song		
1940	Pinocchio	Academy Award for Best Original Song	Wilfred Jackson	1906
1940	Pinocchio	Academy Award for Best Original Song	Ben Sharpsteen	1895
1940	Pinocchio	Academy Award for Best Original Song	Bill Roberts	1899
1940	Pinocchio	Academy Award for Best Original Song	Hamilton Luske	1903
1940	Pinocchio	Academy Award for Best Original Song	Jack Kinney	1909
1940	Pinocchio	Academy Award for Best Original Song	T. Hee	1911
1940	Pinocchio	Academy Award for Best Original Song	Norm Ferguson	1902
1940	Q15841668	Academy Scientific and Technical Award		
1940	Ralph Block	Special Achievement Academy Award		
1940	Ralph Morgan	Academy Honorary Award		
1940	Ray Rennahan	Academy Award for Best Cinematography, Color		
1940	Richard Hageman	Academy Award for Best Score, Adaptation or Treatment		
1940	Robert Donat	Academy Award for Best Actor		
1940	Sidney Howard	Academy Award for Best Writing, Adapted Screenplay		
1940	Sons of Liberty	Academy Award for Best Short Subject, Two-reel	Michael Curtiz	1886
1940	Stagecoach	Academy Award for Best Score, Adaptation or Treatment	John Ford	1894
1940	Stagecoach	Academy Award for Best Supporting Actor	John Ford	1894
1940	The Rains Came	Academy Award for Best Special Effects	Clarence Brown	1890
1940	The Ugly Duckling	Academy Award for Best Animated Short Film	Jack Cutting	1908
1940	The Wizard of Oz	Academy Award for Best Original Score	King Vidor	1894
1940	The Wizard of Oz	Academy Award for Best Original Score	Victor Fleming	1889
1940	Thomas Mitchell	Academy Award for Best Supporting Actor		
1940	Victor Fleming	Academy Award for Best Director		
1940	Vivien Leigh	Academy Award for Best Actress		
1940	W. Franke Harling	Academy Award for Best Score, Adaptation or Treatment		
1940	Walt Disney	Academy Award for Best Animated Short Film		
1940	When Tomorrow Comes	Academy Award for Best Sound	John M. Stahl	1886
1940	When You Wish Upon A Star	Academy Award for Best Original Song		
1940	Wuthering Heights	Academy Award for Best Cinematography, Black-and-White	William Wyler	1902
1940	Yip Harburg	Academy Award for Best Original Song		
1941	Alfred Newman	Academy Award for Best Score, Adaptation or Treatment		
1941	Anne Bauchens	Academy Award for Best Film Editing		
1941	Arise, My Love	Academy Award for Best Story	Mitchell Leisen	1898
1941	Benjamin Glazer	Academy Award for Best Story		
1941	Bob Hope	Academy Honorary Award		
1941	Cedric Gibbons	Academy Award for Best Art Direction, Black and White		
1941	Donald Ogden Stewart	Academy Award for Best Writing, Adapted Screenplay		
1941	Douglas Shearer	Academy Award for Best Sound		
1941	George Barnes	Academy Award for Best Cinematography, Black-and-White		
1941	Georges Périnal	Academy Award for Best Cinematography, Color		
1941	Ginger Rogers	Academy Award for Best Actress		
1941	Jack Whitney	Academy Award for Best Special Effects		
1941	James Stewart	Academy Award for Best Actor		
1941	Jane Darwell	Academy Award for Best Supporting Actress		
1941	John Ford	Academy Award for Best Director		
1941	János Székely	Academy Award for Best Story		
1941	Kitty Foyle	Academy Award for Best Actress	Sam Wood	1883
1941	Lawrence W. Butler	Academy Award for Best Special Effects		
1941	Leigh Harline	Academy Award for Best Original Score		
1941	Leigh Harline	Academy Award for Best Original Song		
1941	Ned Washington	Academy Award for Best Original Score		
1941	Ned Washington	Academy Award for Best Original Song		
1941	North West Mounted Police	Academy Award for Best Film Editing	Cecil B. DeMille	1881
1941	North West Mounted Police	Academy Award for Best Film Editing	Arthur Rosson	1886
1941	Paul Groesse	Academy Award for Best Art Direction, Black and White		
1941	Paul Smith	Academy Award for Best Original Score		
1941	Pete Smith	Academy Award for Best Live Action Short Film, One-Reel		
1941	Pinocchio	Academy Award for Best Original Score	Norm Ferguson	1902
1941	Pinocchio	Academy Award for Best Original Score	Hamilton Luske	1903
1941	Pinocchio	Academy Award for Best Original Score	Wilfred Jackson	1906
1941	Pinocchio	Academy Award for Best Original Score	Ben Sharpsteen	1895
1941	Pinocchio	Academy Award for Best Original Score	Bill Roberts	1899
1941	Pinocchio	Academy Award for Best Original Score	Jack Kinney	1909
1941	Pinocchio	Academy Award for Best Original Score	T. Hee	1911
1941	Pinocchio	Academy Award for Best Original Score		
1941	Pinocchio	Academy Award for Best Original Song	Wilfred Jackson	1906
1941	Pinocchio	Academy Award for Best Original Song	Ben Sharpsteen	1895
1941	Pinocchio	Academy Award for Best Original Song	Bill Roberts	1899
1941	Pinocchio	Academy Award for Best Original Song	Hamilton Luske	1903
1941	Pinocchio	Academy Award for Best Original Song	Jack Kinney	1909
1941	Pinocchio	Academy Award for Best Original Song	T. Hee	1911
1941	Pinocchio	Academy Award for Best Original Song	Norm Ferguson	1902
1941	Preston Sturges	Academy Award for Best Writing, Original Screenplay		
1941	Pride and Prejudice	Academy Award for Best Art Direction, Black and White	Robert Z. Leonard	1889
1941	Quicker'n a Wink	Academy Award for Best Live Action Short Film, One-Reel	George Sidney	1916
1941	Rebecca	Academy Award for Best Cinematography, Black-and-White	Alfred Hitchcock	1899
1941	Rebecca	Academy Award for Best Picture	Alfred Hitchcock	1899
1941	Strike Up the Band	Academy Award for Best Sound	Busby Berkeley	1895
1941	Teddy, the Rough Rider	Academy Award for Best Short Subject, Two-reel	Ray Enright	1896
1941	The Grapes of Wrath	Academy Award for Best Director	John Ford	1894
1941	The Grapes of Wrath	Academy Award for Best Supporting Actress	John Ford	1894
1941	The Great McGinty	Academy Award for Best Writing, Original Screenplay	Preston Sturges	1898
1941	The Milky Way	Academy Award for Best Animated Short Film	Rudolf Ising	1903
1941	The Philadelphia Story	Academy Award for Best Actor	George Cukor	1899
1941	The Philadelphia Story	Academy Award for Best Writing, Adapted Screenplay	George Cukor	1899
1941	The Thief of Bagdad	Academy Award for Best Art Direction, Color	Zoltan Korda	1895
1941	The Thief of Bagdad	Academy Award for Best Art Direction, Color	William Cameron Menzies	1896
1941	The Thief of Bagdad	Academy Award for Best Art Direction, Color	Tim Whelan	1893
1941	The Thief of Bagdad	Academy Award for Best Art Direction, Color	Ludwig Berger	1892
1941	The Thief of Bagdad	Academy Award for Best Art Direction, Color	Alexander Korda	1893
1941	The Thief of Bagdad	Academy Award for Best Art Direction, Color	Michael Powell	1905
1941	The Thief of Bagdad	Academy Award for Best Cinematography, Color	Zoltan Korda	1895
1941	The Thief of Bagdad	Academy Award for Best Cinematography, Color	William Cameron Menzies	1896
1941	The Thief of Bagdad	Academy Award for Best Cinematography, Color	Tim Whelan	1893
1941	The Thief of Bagdad	Academy Award for Best Cinematography, Color	Ludwig Berger	1892
1941	The Thief of Bagdad	Academy Award for Best Cinematography, Color	Alexander Korda	1893
1941	The Thief of Bagdad	Academy Award for Best Cinematography, Color	Michael Powell	1905
1941	The Thief of Bagdad	Academy Award for Best Special Effects	Zoltan Korda	1895
1941	The Thief of Bagdad	Academy Award for Best Special Effects	William Cameron Menzies	1896
1941	The Thief of Bagdad	Academy Award for Best Special Effects	Tim Whelan	1893
1941	The Thief of Bagdad	Academy Award for Best Special Effects	Ludwig Berger	1892
1941	The Thief of Bagdad	Academy Award for Best Special Effects	Alexander Korda	1893
1941	The Thief of Bagdad	Academy Award for Best Special Effects	Michael Powell	1905
1941	The Westerner	Academy Award for Best Supporting Actor	William Wyler	1902
1941	Tin Pan Alley	Academy Award for Best Score, Adaptation or Treatment	Walter Lang	1896
1941	Vincent Korda	Academy Award for Best Art Direction, Color		
1941	Walter Brennan	Academy Award for Best Supporting Actor		
1941	When You Wish Upon A Star	Academy Award for Best Original Song		
1942	Arthur Charles Miller	Academy Award for Best Cinematography, Black-and-White		
1942	Bernard Herrmann	Academy Award for Best Original Dramatic Score		
1942	Blood and Sand	Academy Award for Best Cinematography, Color	Rouben Mamoulian	1897
1942	Blossoms in the Dust	Academy Award for Best Art Direction, Color	Mervyn LeRoy	1900
1942	Cedric Gibbons	Academy Award for Best Art Direction, Color		
1942	Charles Boyer	Academy Honorary Award		
1942	Churchill's Island	Academy Award for Best Documentary (Short Subject)	Stuart Legg	1910
1942	Citizen Kane	Academy Award for Best Writing, Original Screenplay	Orson Welles	1915
1942	Daniel J. Bloomberg	Academy Award for Technical Achievement		
1942	Donald Crisp	Academy Award for Best Supporting Actor		
1942	Dumbo	Academy Award for Best Original Musical Score	Wilfred Jackson	1906
1942	Dumbo	Academy Award for Best Original Musical Score	Ben Sharpsteen	1895
1942	Dumbo	Academy Award for Best Original Musical Score	Bill Roberts	1899
1942	Dumbo	Academy Award for Best Original Musical Score	Jack Kinney	1909
1942	Dumbo	Academy Award for Best Original Musical Score	Samuel Armstrong	1893
1942	Dumbo	Academy Award for Best Original Musical Score	Norm Ferguson	1902
1942	Edwin B. Willis	Academy Award for Best Art Direction, Color		
1942	Ernest Palmer	Academy Award for Best Cinematography, Color		
1942	Fantasia	Special Achievement Academy Award	James Algar	1912
1942	Fantasia	Special Achievement Academy Award	Norm Ferguson	1902
1942	Fantasia	Special Achievement Academy Award	Wilfred Jackson	1906
1942	Fantasia	Special Achievement Academy Award	Ben Sharpsteen	1895
1942	Fantasia	Special Achievement Academy Award	Bill Roberts	1899
1942	Fantasia	Special Achievement Academy Award	Hamilton Luske	1903
1942	Fantasia	Special Achievement Academy Award	Ford Beebe	1888
1942	Fantasia	Special Achievement Academy Award	Samuel Armstrong	1893
1942	Fantasia	Special Achievement Academy Award	T. Hee	1911
1942	Fantasia	Special Achievement Academy Award	Ford Beebe Jr.	1913
1942	Fantasia	Special Achievement Academy Award	Jim Handley	1914
1942	Fantasia	Special Achievement Academy Award	Paul Satterfield	1896
1942	Farciot Edouart	Academy Award for Best Special Effects		
1942	Frank Churchill	Academy Award for Best Original Musical Score		
1942	Gary Cooper	Academy Award for Best Actor		
1942	Gordon Jennings	Academy Award for Best Special Effects		
1942	Harry Segall	Academy Award for Best Story		
1942	Here Comes Mr. Jordan	Academy Award for Best Story	Alexander Hall	1894
